Voter ID,Last Name,Suffix,First Name,Middle Name,Street Number,Address Suffix,House Fraction Number,Street Name,Apartment / Unit Number,Address Line 2,Address Line 3,Postal City / Town,State,Postal Zip 5,Zip +4,Mailing Street Number,Mailing Suffix,Mailing House Fraction Number,Mailing Street Name,Mailing Apartment / Unit Number,Mailing Address Line 2,Mailing Address Line 3,Mailing City / Town,Mailing State,Mailing Zip 5,Mailing Zip +4,Party,Ward
22742,BROWN,,MARK,STELLA,27,,,WATERFRONT DR,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,5
22743,MARTIN,,KRISTIN,NOAH,40,,,WALNUT ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,2
22744,GONZALEZ,,ELLA,LOGAN,13,,,HIGH ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,5
22745,MITCHELL,,EVELYN,JULIAN,20,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,3
22746,HOWELL,,ADAM,NOAH,17,,,CHERRY LANE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,5
22747,LEE,,JAMES,HARPER,16,,,CRYSTAL WAY,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,4
22748,COOK,,ANDREW,ELISE,50,,,RIDGE ROAD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,1
22749,PHILLIPS,,CHLOE,MATTHEW,26,,,SUNSET BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
22750,CAMPBELL,,SARAH,ANDREW,27,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
22751,PEREZ,,DENISE,CIRIE,22,,,ELMWOOD AVE,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,5
22752,EDWARDS,,ROBERT,JONAH,5,,,CENTER AVE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
22753,TAYLOR,,KIM,TOMMY,9,,,HILLCREST DRIVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
22754,ANDERSON,,TAYLOR,NOAH,20,,,PARK LANE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
22755,BROWN,,AVERY,LUCY,29,,,CHERRY LANE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,5
22756,WOOD,,CIRIE,OLIVIA,29,,,FOREST DRIVE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
22757,JENKINS,,LEAH,NOAH,23,,,SUNSET BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
22758,HOWELL,,TOMMY,LUCY,10,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,3
22759,SULLIVAN,,CHRISSY,GABRIEL,12,,,VICTORY AVE,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,3
22760,TURNER,,WENDELL,HELENA,4,,,CENTER AVE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
22761,TAYLOR,,OLIVIA,LUCY,13,,,CRESCENT ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,4
22762,BAKER,,CHLOE,AVERY,21,,,HILLCREST DRIVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
22763,GREEN,,CHLOE,DOMENICK,30,,,MEADOW LANE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,5
22764,KING,,LAUREL,HANNAH,37,,,CHERRY LANE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,5
22765,SCOTT,,RILEY,LOGAN,9,,,HILLCREST DRIVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
22766,CAMPBELL,,CHARLOTTE,KIM,34,,,GARDEN PATH,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,4
22767,JACKSON,,MASON,NOAH,37,,,VICTORY AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,3
22768,LONG,,CHASE,TOMMY,7,,,HIGH ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,5
22769,RICE,,CAROLINE,CIRIE,23,,,BAYSHORE BLVD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
22770,MOORE,,NOAH,ELISE,18,,,CRYSTAL WAY,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,4
22771,MOORE,,SARAH,WENDELL,34,,,SUNRISE BLVD,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,2
22772,GONZALEZ,,LUNA,SCARLETT,34,,,HERITAGE LN,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,2
22773,LOPEZ,,KRISTIN,JANE,64,,,MAGNOLIA BLVD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,5
22774,MILLER,,CHASE,JESSICA,9,,,BIRCH ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
22775,WALKER,,AURORA,CAROLINE,52,,,CRESCENT ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,4
22776,RUSSELL,,HELENA,JESSICA,11,,,FOREST DRIVE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
22777,HILL,,KRISTIN,JAMES,22,,,MAPLE AVE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
22778,JENKINS,,TOMMY,CHARLOTTE,26,,,ELMWOOD AVE,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,5
22779,MOORE,,JANE,MEGAN,44,,,WALNUT ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,2
22780,LONG,,ZACHARY,HENRY,21,,,HIGH ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,5
22781,ROBERTS,,VICTORIA,SOPHIE,41,,,CHERRY LANE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,5
22782,CAMPBELL,,JEREMEY,TONY,7,,,REDWOOD DR,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
22783,ADAMS,,VICTORIA,LUCY,24,,,PARK LANE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
22784,GONZALEZ,,LUNA,WENDELL,34,,,SUNRISE BLVD,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,2
22785,SANCHEZ,,LOGAN,OWEN,15,,,PINE ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,3
22786,GONZALEZ,,SAMUEL,ANDREW,37,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,3
22787,SANCHEZ,,JANE,AMANDA,17,,,PINE ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,3
22788,RODRIGUEZ,,MEGAN,AIDEN,14,,,HIGH ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,5
22789,JOHNSON,,NICK,ROBERT,6,,,HIGH ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,5
22790,CAMPBELL,,JANE,SANDRA,34,,,MEADOW LANE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,5
22791,MILLER,,LUCY,EMILY,17,,,HIGH ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,5
22792,BELL,,MICHELE,KRISTEN,41,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
22793,HERNANDEZ,,CHRIS,CHASE,7,,,CEDAR ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
22794,MORGAN,,LUNA,MADISON,10,,,LAKESIDE DRIVE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
22795,JONES,,LEAH,SANDRA,44,,,HERITAGE LN,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,2
22796,HALL,,ELIJAH,HELENA,19,,,CRESCENT ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,4
22797,GONZALEZ,,ADAM,VICTORIA,32,,,MAIN ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,2
22798,EVANS,,JORDAN,MADISON,2,,,HILLCREST DRIVE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,5
22799,KING,,JEREMEY,KRISTEN,21,,,HILLCREST DRIVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
22800,HARRIS,,JESSICA,OLIVIA,32,,,SUNRISE BLVD,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,2
22801,PARKER,,MEGAN,SARAH,33,,,CHERRY LANE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,5
22802,BROWN,,AIDEN,HENRY,35,,,PINECONE LN,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,1
22803,SMITH,,AURORA,HARRISON,22,,,VICTORY AVE,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,3
22804,WILSON,,JORDAN,AUBRY,42,,,WALNUT ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,2
22805,PARKER,,JAMES,SOPHIE,26,,,ELMWOOD AVE,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,5
22806,HERNANDEZ,,SOPHIA,HARRISON,12,,,GRANITE ST,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,2
22807,CAMPBELL,,AMELIA,KIM,20,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
22808,HILL,,ROBERT,ABIGAIL,18,,,HILLCREST DRIVE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,5
22809,HILL,,STELLA,ELLA,10,,,HIGH ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,5
22810,WALKER,,HARRISON,MICHAEL,15,,,PINE ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,3
22811,BENNETT,,JACK,WENDELL,25,,,PINECONE LN,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,1
22812,EVANS,,SAMUEL,LIAM,23,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
22813,PARKER,,TOMMY,VICTORIA,24,,,MAIN ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,2
22814,FLORES,,AURORA,KRISTEN,43,,,CRESCENT ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,4
22815,FLORES,,ZACHARY,CAROLINE,35,,,BROADWAY,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
22816,ALLEN,,LUNA,CIRIE,10,,,HERITAGE LN,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,2
22817,MORGAN,,CHLOE,ISABELLA,9,,,CEDAR ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
22818,ROBINSON,,ELIJAH,NICK,24,,,PARK LANE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
22819,LOPEZ,,VICTORIA,CIRIE,24,,,RIDGE ROAD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,1
22820,MOORE,,SOPHIE,EMILY,40,,,HERITAGE LN,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,2
22821,WILLIAMS,,KRISTEN,ELIJAH,29,,,BAYSHORE BLVD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
22822,LOPEZ,,ISAAC,AIDEN,11,,,HILLCREST DRIVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
22823,MOORE,,DOMENICK,ELISE,27,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
22824,NGUYEN,,SOPHIE,SAMUEL,22,,,MAIN ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,2
22825,SMITH,,JONAH,LAURA,19,,,WATERFRONT DR,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,5
22826,RAMIREZ,,ROBERT,HELENA,7,,,REDWOOD DR,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
22827,CAMPBELL,,ANDREW,KRISTEN,23,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
22828,TURNER,,ADAM,NATALIE,24,,,PARK LANE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
22829,GONZALEZ,,HERMIONE,MADISON,29,,,BAYSHORE BLVD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
22830,MARTIN,,ISABELLA,HENRY,17,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
22831,WILSON,,SOPHIA,CIRIE,7,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,3
22832,NELSON,,LUCY,BENJAMIN,29,,,BAYSHORE BLVD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
22833,ALLEN,,JANE,EMILY,12,,,GRANITE ST,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,2
22834,MILLER,,LIAM,OLIVIA,43,,,BROADWAY,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
22835,GONZALEZ,,DENISE,AURORA,47,,,VICTORY AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,3
22836,PHILLIPS,,LIAM,DOMENICK,26,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
22837,MURPHY,,MEGAN,HANNAH,28,,,MEADOW LANE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,5
22838,TORRES,,HENRY,ISAAC,30,,,STONEWALL RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
22839,PARKER,,JEREMEY,CIRIE,24,,,SIERRA RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
22840,ORTIZ,,NATALIE,ELISE,19,,,SPRUCE ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
22841,TORRES,,TONY,DOMENICK,26,,,SUNRISE BLVD,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,2
22842,PETERSON,,LUCY,MICHELE,12,,,GRANITE ST,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,2
22843,GONZALEZ,,JESSICA,MICHAEL,20,,,PARK LANE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
22844,HALL,,HELENA,NICK,32,,,PINECONE LN,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,1
22845,ROBINSON,,AURORA,PARVATI,43,,,OAK ST,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,3
22846,MILLER,,WENDELL,JORDAN,18,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
22847,GREEN,,NATALIE,AIDEN,15,,,PINE ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,3
22848,MARTINEZ,,JORDAN,ZACHARY,5,,,CENTER AVE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
22849,CLARK,,ISAAC,KIM,44,,,MAPLE AVE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
22850,MARTINEZ,,SCARLETT,DENISE,4,,,CENTER AVE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
22851,EVANS,,SOPHIA,CHLOE,42,,,ELM ST,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,4
22852,RICE,,OLIVIA,JORDAN,14,,,VICTORY AVE,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,3
22853,BROOKS,,MARK,JULIAN,24,,,ELMWOOD AVE,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,5
22854,RUSSELL,,AMANDA,CAROLINE,24,,,SPRUCE ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
22855,RICE,,KIM,LEAH,39,,,SYCAMORE AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,2
22856,RODRIGUEZ,,MADISON,CHRISSY,44,,,MAPLE AVE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
22857,HILL,,OWEN,CHRISSY,20,,,ELM ST,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,4
22858,HOWELL,,EVELYN,TOMMY,16,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
22859,WHITE,,SANDRA,ETHAN,20,,,VICTORY AVE,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,3
22860,COOK,,OLIVIA,ANDREW,39,,,PINECONE LN,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,1
22861,THOMAS,,LUCAS,OWEN,20,,,PINE ST,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,3
22862,ADAMS,,ASHLEY,CHRIS,12,,,STONEWALL RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
22863,JOHNSON,,JOHN,JEREMEY,45,,,OAK ST,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,3
22864,HERNANDEZ,,JONAH,AMANDA,18,,,MAPLE AVE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
22865,FLORES,,ZACHARY,LOGAN,28,,,SIERRA RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
22866,JOHNSON,,ADAM,CHLOE,20,,,PARK LANE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
22867,PHILLIPS,,ELISE,LUCY,16,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
22868,SULLIVAN,,TONY,HARPER,21,,,SYCAMORE AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,2
22869,MARTIN,,ROBERT,MIA,38,,,HILLCREST DRIVE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,5
22870,WOOD,,HANNAH,ELLA,30,,,GARDEN PATH,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,4
22871,EVANS,,LAURA,ELISE,6,,,CENTER AVE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
22872,TORRES,,CAROLINE,LOGAN,27,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
22873,COOPER,,JULIAN,MICHAEL,44,,,RIDGE ROAD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,1
22874,TORRES,,HENRY,JORDAN,24,,,SIERRA RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
22875,KING,,CHRIS,LUNA,33,,,CRESCENT ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,4
22876,MITCHELL,,STELLA,ELLA,10,,,STONEWALL RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
22877,BELL,,RILEY,CIRIE,20,,,SUNRISE BLVD,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,2
22878,LEE,,OLIVER,MEGAN,27,,,SUNSET BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
22879,WOOD,,BENJAMIN,VICTORIA,15,,,CRESCENT ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,4
22880,WILSON,,DENISE,TAYLOR,34,,,RIDGE ROAD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,1
22881,SULLIVAN,,MIA,MASON,48,,,RIDGE ROAD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,1
22882,MARTIN,,CALEB,MATTHEW,38,,,HERITAGE LN,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,2
22883,MITCHELL,,MASON,ROBERT,24,,,SIERRA RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
22884,MOORE,,JONAH,CHRIS,46,,,CRYSTAL WAY,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,4
22885,DAVIS,,MARK,MARK,12,,,LAKESIDE DRIVE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
22886,DAVIS,,DOMENICK,JONAH,22,,,PARK LANE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
22887,BAILEY,,CAROLINE,CONNOR,43,,,SUNRISE BLVD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
22888,RICE,,SARAH,JANE,22,,,STONEWALL RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
22889,MORGAN,,JONAH,SOPHIA,22,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
22890,GRAY,,NICK,LOGAN,40,,,PINECONE LN,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,1
22891,GARCIA,,MEGAN,ELIJAH,18,,,GRANITE ST,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,2
22892,PETERSON,,JAMES,TOMMY,20,,,PINECONE LN,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,1
22893,CAMPBELL,,ELLA,TAYLOR,29,,,BAYSHORE BLVD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
22894,BAKER,,LOGAN,HARRISON,15,,,PINE ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,3
22895,JONES,,AIDEN,JESSICA,12,,,PINE ST,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,3
22896,RUSSELL,,ASHLEY,AVERY,42,,,STONEWALL RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
22897,GARCIA,,EMILY,CHLOE,27,,,SUNRISE BLVD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
22898,BAILEY,,CHRISSY,MATTHEW,9,,,BIRCH ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
22899,MARTINEZ,,HENRY,OWEN,24,,,PARK LANE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
22900,BROWN,,CONNOR,SOPHIA,24,,,SIERRA RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
22901,KING,,TOMMY,WENDELL,38,,,SUNRISE BLVD,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,2
22902,JACKSON,,LIAM,HENRY,24,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
22903,TURNER,,KRISTEN,OWEN,12,,,HERITAGE LN,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,2
22904,SMITH,,MASON,DAVID,19,,,CEDAR ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
22905,GREEN,,TONY,BENJAMIN,13,,,PINE ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,3
22906,ALLEN,,HARPER,LUNA,18,,,SUNRISE BLVD,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,2
22907,MORGAN,,KRISTIN,KRISTIN,26,,,SIERRA RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
22908,PHILLIPS,,TOMMY,CHRIS,30,,,CRYSTAL WAY,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,4
22909,ANDERSON,,ELLA,HENRY,6,,,HIGH ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,5
22910,TURNER,,ASHLEY,JEREMEY,22,,,SUNRISE BLVD,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,2
22911,RICE,,JONAH,TOMMY,18,,,SUNSET BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
22912,MARTINEZ,,ZACHARY,LUCY,57,,,VICTORY AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,3
22913,WOOD,,MADISON,GABRIEL,46,,,CRYSTAL WAY,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,4
22914,CARTER,,CHASE,CHRIS,22,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
22915,WILSON,,ISAAC,MATTHEW,13,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,3
22916,PETERSON,,GABRIEL,SARAH,15,,,FOREST DRIVE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
22917,PETERSON,,HARRISON,NATALIE,37,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,3
22918,COOPER,,NATALIE,LUNA,14,,,PINE ST,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,3
22919,HILL,,NICK,DOMENICK,22,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,3
22920,COLLINS,,EVELYN,LUCY,22,,,SIERRA RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
22921,PEREZ,,CHASE,HANNAH,41,,,SUNRISE BLVD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
22922,MOORE,,HANNAH,ELIJAH,26,,,SIERRA RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
22923,BENNETT,,JOHN,DAVID,32,,,RIDGE ROAD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,1
22924,PERRY,,EVELYN,AMELIA,39,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
22925,BENNETT,,AURORA,KRISTIN,14,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
22926,CAMPBELL,,MARK,BENJAMIN,30,,,CRYSTAL WAY,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,4
22927,YOUNG,,HELENA,CHLOE,32,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
22928,WRIGHT,,CAROLINE,ZACHARY,34,,,MAGNOLIA BLVD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,5
22929,ANDERSON,,HANNAH,TAYLOR,35,,,MAIN ST,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
22930,WHITE,,NATALIE,PARVATI,32,,,HERITAGE LN,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,2
22931,MORGAN,,AMELIA,AMELIA,32,,,MAIN ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,2
22932,PERRY,,AURORA,PARVATI,9,,,HILLCREST DRIVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
22933,GREEN,,TONY,SAMUEL,15,,,SPRUCE ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
22934,ROBINSON,,AURORA,KIM,13,,,PINE ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,3
22935,TORRES,,OWEN,LIAM,8,,,LAKESIDE DRIVE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
22936,JOHNSON,,LIAM,ASHLEY,35,,,MAIN ST,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
22937,FLORES,,JORDAN,HELENA,30,,,STONEWALL RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
22938,BELL,,LEAH,AMANDA,12,,,GRANITE ST,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,2
22939,LEE,,WENDELL,SOPHIE,24,,,STONEWALL RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
22940,TORRES,,KRISTEN,ZACHARY,3,,,FOREST DRIVE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
22941,MITCHELL,,ISAAC,LEAH,27,,,CHERRY LANE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,5
22942,GREEN,,DENISE,ELISE,32,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,3
22943,BAILEY,,LIAM,SOPHIE,36,,,ELM ST,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,4
22944,DAVIS,,ASHLEY,STELLA,46,,,HILLCREST DRIVE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,5
22945,PARKER,,EVELYN,ROBERT,21,,,BIRCH ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
22946,WOOD,,JULIAN,SCARLETT,26,,,PINECONE LN,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,1
